statefips,age,hrslastwk,unempwks,wagehr,earnwk,ownchild,educ,gender,metro,race,hispanic,marstatus,lfstatus,ottipcomm,hourly,unionstatus
DC,41,40,NA,11,440,2,12,Male,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
WI,38,NA,NA,NA,NA,2,13,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
CA,55,80,NA,NA,1250,0,12,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
WI,52,12,NA,23.19,442.3,1,14,Female,Metro,White,Non-hispanic,Widowed,Employed,No,Hourly,Non-union
MI,59,NA,NA,NA,NA,0,12,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NY,39,40,NA,NA,923.07,0,18,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Union
WI,31,40,NA,16.5,660,1,16,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
ND,54,NA,30,NA,NA,0,12,Male,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
TX,43,50,NA,NA,1000,2,12,Male,Metro,Other,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
CA,42,NA,4,NA,NA,1,7.5,Female,Metro,White,Hispanic,Never married,Unemployed,NA,NA,NA
ND,44,40,NA,NA,1000,0,13,Male,Non-metro,White,Non-hispanic,Never married,Employed,Yes,Non-hourly,Non-union
AL,30,40,NA,NA,365.38,0,15,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Union
SD,45,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
OH,34,40,NA,46.37,1846.15,1,18,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
NC,36,40,NA,NA,1961,2,12,Female,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
NJ,53,40,NA,NA,3057.22,0,14,Female,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NY,38,50,NA,NA,2500,3,18,Female,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
OH,42,30,NA,15.89,476.7,3,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
ND,59,NA,NA,NA,NA,0,13,Female,Metro,White,Non-hispanic,Widowed,Not in LF,NA,NA,NA
IN,56,40,NA,NA,826.92,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
LA,55,NA,NA,NA,NA,0,9,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
OK,41,48,NA,20,960,0,12,Male,Metro,Other,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
MO,32,40,NA,12.94,517.6,0,12,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
MI,50,40,NA,11,440,0,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NE,55,NA,NA,NA,NA,1,2.5,Female,Non-metro,White,Hispanic,Married,Not in LF,NA,NA,NA
KS,36,39,NA,11,605,0,10,Female,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Union
WV,57,44,NA,NA,850,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AZ,30,NA,NA,NA,NA,3,16,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,34,40,NA,55.55,2222,0,14,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Union
ME,51,NA,NA,NA,NA,1,10,Male,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
NH,52,34,NA,NA,1275,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
OH,55,25,NA,17.07,426.75,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
WV,39,42,NA,19,865,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Union
SC,58,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NH,36,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
MO,39,40,NA,15,600,0,12,Male,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
TX,45,48,NA,24,1346.15,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,41,40,NA,NA,1000,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
NY,31,40,NA,8,673.07,0,0,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
GA,34,40,NA,14.8,592,0,11,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,42,NA,NA,NA,NA,1,12,Female,Metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,45,NA,13,NA,NA,1,14,Female,Non-metro,Black,Non-hispanic,Divorced,Unemployed,NA,NA,NA
FL,39,NA,NA,NA,NA,1,14,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
CA,35,40,NA,28,1120,2,12,Male,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
TX,35,40,NA,14,615.38,1,14,Female,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
TX,38,40,NA,NA,769.23,2,14,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
NY,48,25,NA,9.5,237.5,0,12,Female,Metro,Black,Hispanic,Never married,Employed,No,Hourly,Non-union
NC,57,40,NA,NA,1634.61,0,15,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
IL,54,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
CT,43,40,NA,NA,1125,2,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,51,40,NA,15,600,0,13,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
SD,59,60,NA,NA,2800,0,14,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
LA,34,40,NA,NA,1115,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
PA,49,NA,NA,NA,NA,1,12,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
CA,49,40,NA,1.01,40.4,0,14,Female,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
AL,56,40,NA,15,600,0,12,Male,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
TX,33,40,NA,18,720,1,14,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
NV,53,40,NA,11.45,458,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
CA,53,40,NA,18,720,1,16,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
MS,53,NA,NA,NA,NA,0,12,Male,Non-metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,37,45,NA,25,1125,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NY,39,NA,NA,NA,NA,2,12,Male,Non-metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
TN,51,40,NA,NA,2000,0,14,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
TX,38,40,NA,13,660,0,14,Female,Metro,White,Hispanic,Divorced,Employed,No,Hourly,Non-union
UT,55,NA,NA,NA,NA,0,13,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
IL,36,NA,NA,NA,NA,4,12,Female,Metro,Black,Non-hispanic,Divorced,Not in LF,NA,NA,NA
AK,46,30,NA,19.71,788.4,0,11,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
IN,36,54,NA,33.35,1153.84,0,16,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
IL,43,35,NA,12.25,428.75,3,12,Female,Non-metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
MA,44,NA,4,NA,NA,2,12,Female,Metro,Other,Non-hispanic,Divorced,Unemployed,NA,NA,NA
HI,53,40,NA,16,640,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WA,44,60,NA,NA,7156.29,2,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
WY,38,40,NA,NA,1346,2,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
LA,34,80,NA,23,1840,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
TX,35,30,NA,26.4,800,1,11,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
CT,59,NA,NA,NA,NA,0,10,Female,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
KY,43,NA,NA,NA,NA,4,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ME,58,NA,NA,NA,NA,0,12,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,58,NA,NA,NA,NA,0,14,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
GA,59,40,NA,40,1600,0,15,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
KS,45,42,NA,10.5,450.5,2,7.5,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
TX,33,NA,NA,NA,NA,4,5.5,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
CT,47,40,NA,NA,2962.31,1,18,Female,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Union
WA,32,6,NA,NA,500,2,12,Male,Non-metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
NC,54,47,NA,25.18,1266.2,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
MT,39,40,NA,12,480,0,13,Male,Metro,White,Non-hispanic,Widowed,Employed,No,Hourly,Non-union
MI,47,40,NA,15,600,1,11,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
TX,46,60,NA,19.79,791.6,2,15,Male,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Union
DE,35,40,NA,19,673.07,0,13,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NY,43,50,NA,31,1550,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
CA,37,48,NA,NA,3963.51,0,18,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
RI,47,32,NA,20,640,1,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
GA,35,50,NA,NA,980,2,15,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
IA,43,40,NA,16.62,664.8,2,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
ID,59,40,NA,17.5,700,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,44,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Widowed,Not in LF,NA,NA,NA
AL,37,40,NA,NA,253.84,2,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NC,54,40,NA,NA,1442.3,3,16,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
GA,47,48,NA,NA,623,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
FL,35,40,NA,NA,576,0,15,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Non-hourly,Union
CO,56,40,NA,15,600,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,51,NA,25,NA,NA,0,12,Male,Metro,White,Non-hispanic,Divorced,Unemployed,NA,NA,NA
MA,42,40,NA,35.5,852,2,16,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
AK,50,NA,NA,NA,NA,0,11,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,32,40,NA,NA,1250,0,18,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AR,34,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Widowed,Not in LF,NA,NA,NA
AR,56,NA,NA,NA,NA,0,11,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CA,39,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
PA,58,36,NA,20,800,2,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MT,52,40,NA,19,760,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
AL,33,40,NA,15.8,1000,2,14,Male,Metro,Black,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
NH,36,40,NA,18,720,1,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,36,40,NA,NA,1300.61,0,18,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
WA,43,NA,NA,NA,NA,2,12,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
AL,49,40,NA,NA,682,0,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AL,47,40,NA,NA,2307.69,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MA,40,44,NA,23.2,928,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Union
MS,34,70,NA,NA,1153,0,18,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
ND,56,60,NA,NA,1153.84,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
ME,49,45,NA,NA,1153.84,0,15,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
NE,57,20,NA,9.25,185,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AR,49,NA,NA,NA,NA,0,12,Male,Non-metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
NE,52,40,NA,NA,1538,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
CA,45,40,NA,30.54,1761.6,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
FL,43,40,NA,NA,876.92,1,13,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
ND,36,30,NA,22,660,0,12,Female,Non-metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
SD,55,NA,NA,NA,NA,1,14,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NV,57,40,NA,NA,1692,0,13,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
DE,42,NA,NA,NA,NA,1,12,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NJ,41,40,NA,12.3,492,1,12,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Union
MD,37,40,NA,NA,1250,1,12,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
SD,57,30,NA,10,270,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
MT,36,32,NA,16.67,816.83,0,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,33,NA,NA,NA,NA,2,12,Female,Metro,Other,Hispanic,Never married,Not in LF,NA,NA,NA
RI,52,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
IN,58,46,NA,NA,1846.15,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MS,59,NA,NA,NA,NA,0,10,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
FL,55,NA,40,NA,NA,0,12,Male,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
AL,30,46,NA,NA,300,0,12,Male,Non-metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
WA,45,40,NA,NA,350,0,12,Female,Metro,White,Non-hispanic,Never married,Employed,Yes,Non-hourly,Non-union
CA,51,NA,NA,NA,NA,0,2.5,Female,Metro,Other,Hispanic,Married,Not in LF,NA,NA,NA
CA,38,NA,NA,NA,NA,0,9,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
AR,54,40,NA,NA,538,0,10,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
KS,38,48,NA,NA,1346.15,2,14,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Union
CA,44,40,NA,NA,3321.5,2,18,Male,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,42,NA,16,NA,NA,0,12,Female,Metro,White,Hispanic,Divorced,Unemployed,NA,NA,NA
CA,36,40,NA,19.4,776,2,12,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
MS,42,32,NA,NA,950,1,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
TX,59,40,NA,NA,576,0,13,Female,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
TN,33,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
FL,39,40,NA,NA,500,1,12,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
NY,32,47,NA,17,700,0,13,Male,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
MA,45,40,NA,NA,1538,2,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MS,48,NA,NA,NA,NA,1,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WA,54,48,NA,38,1824,0,13,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
OR,47,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ID,59,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ID,36,30,NA,18,810,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NM,44,NA,NA,NA,NA,3,15,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
OH,45,NA,8,NA,NA,1,12,Female,Metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
FL,34,20,NA,NA,369.23,0,18,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
WY,34,40,NA,NA,1384.61,2,12,Male,Non-metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
IN,39,NA,NA,NA,NA,2,5.5,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
MI,30,40,NA,18,576.92,0,18,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
FL,41,60,NA,38,2280,2,15,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AR,34,40,NA,16,640,3,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
OH,33,42,NA,13,585,3,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,44,16,NA,20,800,2,12,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,31,40,NA,17,961.53,0,14,Female,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
CA,41,40,NA,14,560,0,13,Female,Metro,Other,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
WV,54,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,50,6,NA,NA,57,1,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
VA,50,40,NA,NA,711,1,9,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
NY,34,NA,NA,NA,NA,7,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MN,43,35,NA,11,385,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,37,60,NA,NA,1200,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
UT,56,3,NA,11,220,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
VA,34,NA,NA,NA,NA,2,11,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
MI,30,20,NA,8,160,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
IA,59,40,NA,NA,865.38,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
LA,39,40,NA,NA,1346,4,12,Male,Non-metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
FL,50,40,NA,13.5,540,0,12,Female,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
NM,45,35,NA,12,420,1,7.5,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
NC,37,58,NA,NA,1800,1,14,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Union
LA,33,NA,NA,NA,NA,4,7.5,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NM,47,40,NA,NA,865.38,0,12,Female,Non-metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
WY,50,60,NA,31,1500,0,16,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
PA,57,68,NA,16.25,975,0,11,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
NC,57,NA,NA,NA,NA,0,14,Female,Metro,Black,Non-hispanic,Divorced,Not in LF,NA,NA,NA
LA,47,20,NA,13.5,276,1,14,Female,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
CA,35,30,NA,12,420,1,2.5,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
PA,32,40,NA,26,769.23,4,15,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
LA,55,40,NA,NA,538,0,12,Female,Non-metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MD,45,40,NA,16.41,896.4,0,12,Male,Metro,Black,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
NY,51,40,NA,NA,1200,0,12,Male,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
TX,31,40,NA,8,320,0,14,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,59,NA,NA,NA,NA,0,2.5,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
KS,50,NA,NA,NA,NA,1,18,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
DE,52,60,NA,NA,1567,0,18,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
AK,30,NA,NA,NA,NA,0,14,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
WI,58,NA,NA,NA,NA,0,11,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
ID,32,46,NA,17.25,790,0,15,Female,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
MT,39,NA,NA,NA,NA,0,13,Male,Non-metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
AL,32,40,NA,15.5,620,0,13,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
MI,45,NA,NA,NA,NA,2,15,Female,Metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
MA,30,26,NA,13,540,2,12,Female,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
PA,58,40,NA,29,1346.15,0,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
SC,32,40,NA,18,720,2,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
OH,49,25,NA,19,475,0,13,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
TX,53,40,NA,29,1250,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AZ,36,40,NA,16.5,783.75,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
TX,33,36,NA,11,225,1,5.5,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
PA,52,40,NA,23,1038.46,0,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,52,NA,25,NA,NA,1,14,Female,Metro,White,Hispanic,Married,Unemployed,NA,NA,NA
NE,42,40,NA,17,1004,1,12,Male,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
MN,50,20,NA,13,260,0,13,Female,Non-metro,White,Non-hispanic,Widowed,Employed,Yes,Hourly,Non-union
HI,42,40,NA,15,600,0,12,Male,Metro,Other,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
MS,58,NA,NA,NA,NA,0,12,Female,Non-metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,43,40,NA,NA,3451.18,1,13,Male,Metro,White,Hispanic,Married,Employed,Yes,Non-hourly,Non-union
WA,38,35,NA,NA,700,1,7.5,Female,Metro,Other,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
NV,41,32,NA,17,680,0,14,Male,Metro,Other,Hispanic,Never married,Employed,Yes,Hourly,Union
CA,50,28,NA,15,420,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
VT,59,NA,NA,NA,NA,0,13,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NH,31,40,NA,35,1400,2,10,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
IN,51,NA,NA,NA,NA,1,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MT,38,NA,10,NA,NA,2,12,Male,Non-metro,White,Non-hispanic,Married,Unemployed,NA,NA,NA
FL,58,40,NA,20,807.69,0,14,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
AL,55,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
OH,57,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MI,49,55,NA,NA,350,0,14,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
CA,59,40,NA,20.2,1008,0,12,Female,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
NJ,56,NA,NA,NA,NA,0,12,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
NY,53,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MA,34,NA,NA,NA,NA,0,11,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
MN,54,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NM,37,40,NA,11.23,650,0,12,Female,Non-metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
MO,56,36,NA,11.95,430.2,0,9,Male,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
VT,30,NA,NA,NA,NA,2,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TN,45,44,NA,20.5,1228.5,0,12,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
MN,49,30,NA,NA,1900,0,15,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
FL,46,40,NA,15,540,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MD,40,43,NA,NA,1923.07,2,16,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
UT,43,NA,NA,NA,NA,2,14,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
